title,videoIDS,video_description,publishedDate,likes,dislikes,views,comment
Mod-01 Lec-26 Reactor Design for MFR and Combination of reactors.,P_0jYWVErQ0,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T03:58:45Z,73,1,10113,7
Mod-01 Lec-28 Unsteady state MFR and PFR,T9FB53UOi2I,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T03:55:17Z,70,0,10759,3
Mod-01 Lec-24 Gas Phase Homogeneous reactions,Uzytw3e1Ia4,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:03:04Z,45,4,6677,1
Mod-01 Lec-16 Basics of Mixed Flow Reactors,nKaDiHMlNWA,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:04:18Z,112,4,13688,10
Mod-01 Lec-25  Contd. And later Reactor Design of PFR,pqvUNm9YVTs,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:00:34Z,53,0,7887,3
Mod-01 Lec-57 Multi-parameter model (MFR with dead space and bypass),AdaqMpbFDYQ,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:11:36Z,23,0,3237,1
Mod-01 Lec-55 Dispersion Model,HGuZFM1e5y8,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:13:21Z,87,3,11754,3
Mod-01 Lec-60 Direct use of RTD to predict conversion Part III,I45Usnjri3Y,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:05:37Z,24,1,3344,2
Mod-01 Lec-54 Diagnosing the ills of equipments & Various RTD Models,KhIzG0v88mI,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:15:04Z,32,0,4994,1
Mod-01 Lec-59 Direct use of RTD to predict conversion Part II,_q0ectwcPvE,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:07:28Z,13,0,2911,1
Mod-01 Lec-58 Direct use of RTD to predict conversion Part I,wYSilaCMgcc,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:08:50Z,30,2,4397,2
Mod-01 Lec-51 Non-Ideal Flow & Residence Time Distributions (RTD) basics Part II,4di4AwgeWoQ,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:21:46Z,59,2,9084,1
Mod-01 Lec-52 RTD for various reactors contd. Part I,Ao4801Hw-ec,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:19:30Z,72,1,9996,2
Mod-01 Lec-48 Non-isothermal Mixed Flow Reactors Contd. (Multiple steady states) Part I,DqicjXX-H1k,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:26:12Z,24,0,3026,1
Mod-01 Lec-50 Non-Ideal Flow & Residence Time Distributions (RTD) basics Part I,cMCL0oR74dU,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:23:03Z,188,3,20531,10
Mod-01 Lec-53 RTD for various reactors contd. Part II,pFqviplP68g,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:16:27Z,51,1,8246,5
Mod-01 Lec-49 Non-isothermal Mixed Flow Reactors Contd. (Multiple steady states) Part II,zoHJ-58bnZM,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:24:33Z,23,0,3578,1
Mod-01 Lec-44 Non-isothermal Plug Flow Reactors Part I,7zTiRypqiUw,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:32:06Z,30,1,4646,3
Mod-01 Lec-47 Non-isothermal Mixed Flow Reactors,9uhM_OWEzmc,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:27:56Z,17,0,3165,2
Mod-01 Lec-45 Non-isothermal Plug Flow Reactors Part II,Njov6okeHow,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:30:37Z,14,0,3050,1
Mod-01 Lec-43 Non-Isothermal Batch Reactors,ag7KtCHEtMg,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:33:21Z,27,0,4847,0
Mod-01 Lec-46 Adiabatic Plug Flow Reactors,lZBBnnjYrM8,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:29:21Z,22,0,3571,1
Mod-01 Lec-42 Non-Isothermal Reactors (Graphical Design) Contd.,smVkvSR4CjE,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:34:53Z,32,0,4685,1
Mod-01 Lec-41 Non-Isothermal Reactors contd. & Adiabatic Reactors,oCXIkL5LAR4,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:36:10Z,69,2,8153,4
Mod-01 Lec-40 Non-Isothermal Reactors (Graphical Design),rMY81nqtLFE,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:37:53Z,65,2,8851,3
Mod-01 Lec-39 Non-Isothermal Reactors Part II,BmycFs_SCwU,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:39:48Z,34,1,6963,3
Mod-01 Lec-38 Non-Isothermal Reactors Part I,LxgdV150iqQ,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:41:05Z,30,0,7644,3
Mod-01 Lec-37 Multiple Reactions Part VI,RcIqifaXJbQ,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:42:27Z,18,1,4706,1
Mod-01 Lec-36 Multiple Reactions Part V,lLWGz4uao3c,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:43:49Z,35,1,6579,3
Mod-01 Lec-21 Kinetics of Heterogeneous reactions Part III,LhafEJkSKig,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:53:10Z,49,1,7316,2
Mod-01 Lec-34 Multiple Reactions Part III,iuncSFrt3KY,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:48:04Z,46,0,6492,6
Mod-01 Lec-35 Multiple Reactions Part IV,m7S8UX-aABE,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:46:55Z,28,2,5938,0
Mod-01 Lec-22 Kinetics of Homogeneous reactions,rTlJNzdgHyE,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:51:29Z,55,1,9674,4
Mod-01 Lec-23 Reaction rate for Homogeneous reactions,t3lj0G9JuTU,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:50:26Z,39,3,6378,2
Mod-01 Lec-33 Multiple Reactions Part II,xo4gv-I0Ruw,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:49:15Z,43,1,7649,3
Mod-01 Lec-20 Kinetics of Heterogeneous reactions Part II,zWk5d2Co0Nk,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:54:52Z,65,0,9688,4
Mod-01 Lec-19 Kinetics of Heterogeneous reactions Part I,64VyJrX6bas,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:56:42Z,82,1,12934,2
Mod-01 Lec-15 Design of Plug Flow Reactors Part II,7aIe4NvLcpI,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:00:57Z,59,0,9411,2
Mod-01 Lec-13 Basics of Plug Flow Reactor Part II,8EL5n-nAAeY,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:03:07Z,105,1,12659,8
Mod-01 Lec-17 Design of Mixed Flow Reactors,SKu88DoC7DU,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:59:23Z,76,1,9992,6
Mod-01 Lec-14 Design of Plug Flow Reactors Part I,yeJ5TLFUGNo,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:01:58Z,93,4,15391,9
Mod-01 Lec-18 Basics of Kinetics,zVEKh_mCGqw,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T04:57:54Z,106,3,13818,7
Mod-01 Lec-9 Basics of Kinetics and Contacting,GdxchAX95I8,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:06:56Z,161,6,24092,8
Mod-01 Lec-10 Design of Batch reactors Part I,OeLfn6SSgD8,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:05:49Z,377,22,48569,35
Mod-01 Lec-8 Homogeneous & Heterogeneous Reactions Part II,UisdYcbJSRk,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:08:33Z,145,4,21095,7
Mod-01 Lec-11 Design of Batch reactors Part II,gjD7YGMtAnQ,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:05:16Z,117,8,18588,3
Mod-01 Lec-12 Basics of Plug Flow Reactor Part I,mfPEPyWFyzs,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:03:57Z,272,6,27462,20
Mod-01 Lec-2 Motivation & Introduction Part II,A9flYuhhflA,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:18:01Z,188,6,21616,12
Mod-01 Lec-1 Motivation & Introduction Part I,ANjzlZ_Zsak,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:19:14Z,444,10,88800,45
Mod-01 Lec-4 What is Chemical Engg. Part II,EOS3NDwl4cY,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:14:43Z,103,1,13671,13
Mod-01 Lec-5 What is Chemical Reaction Engg. Part I,IsjNRm96Z2M,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:13:24Z,245,5,28714,20
Mod-01 Lec-6 What is Chemical Reaction Engg. Part II,MutemBvvXlY,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:11:52Z,170,8,20321,9
Mod-01 Lec-7 Homogeneous & Heterogeneous Reactions Part I,v9IGcGnkkT4,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:09:53Z,301,9,40038,6
Mod-01 Lec-3 What is Chemical Engg. Part I,wOPOPN1s4Gk,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:16:32Z,186,10,22714,5
Mod-01 Lec-56 Dispersion with reaction Model and Tanks in Series Model,3FEAGaGMTy4,"Chemical Reaction Engineering 1 (Homogeneous Reactors) by Prof K. Krishnaiah,Department of Chemical Engineering,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-05-13T05:21:05Z,41,2,7228,7
Universal Active Filter - Effect of Active Device GB,0CGFHMuWVaU,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:45:32Z,18,1,3179,0
Feedback in Systems,WNVyvIwKuiM,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:43:50Z,14,0,2106,0
State-Space Filters (Tuning of Filters),_0sEfUyQpo8,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:44:39Z,3,0,551,0
Synthesis of Amplifiers using Nullators and Norators,UNIDbTZhOwk,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:47:13Z,6,1,1647,0
State Space Filters,x2irry9R2YY,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:46:23Z,6,0,838,0
Active Filters -,80WTmTblr6Y,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:48:21Z,21,0,4972,1
Active Filters: Q-enhancement,Fjgb-GobkHE,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:47:56Z,4,0,916,0
"Analog Signal Processing using One Port Networks, Passive Two Ports and Ideal amplifiers",rDoOiUy8Tfo,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:48:41Z,2,2,1555,0
Active Filters -,fhCTxP1ZLHI,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:49:51Z,22,0,4195,1
Passive Filters -,u59IUA6uvjk,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:50:20Z,75,3,10953,2
Filters - Approximations to ideal filter functions,8tb9lJuPh0k,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:51:29Z,44,2,6040,4
Analog Signal Processing using One Port Networks,FW7_gDRZ16Q,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:50:46Z,21,0,3477,1
Non-linear Analog Signal Processing,EOMgrFBBRxk,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:53:04Z,8,1,1205,0
Passive Filters -,ZzMJtQ_7MiA,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:51:56Z,21,0,5804,1
Role of Analog Signal Processing in Electronic Products -,nJifzB1h9Qo,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:52:15Z,8,0,2347,0
Role of Analog Signal Processing in Electronic Products -,P3CTCmDLPss,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:54:40Z,31,2,5685,1
DC Voltage Regulators,tdtAfIAUTEI,"Analog Circuits and Systems 1 by Prof. K. Radhakrishna Rao, Prof (Retd), IIT Madras.Texas Instruments, India.For more details on NPTEL visit http://nptel.ac.in",2016-05-20T04:53:55Z,13,0,2086,0
